unix_ms,rel_timestamp,frame,event,gaze_target_world_pos_x,gaze_target_world_pos_y,gaze_target_world_pos_z,gaze_target_screen_pos_x,gaze_target_screen_pos_y,gaze_target_screen_pos_z,gaze_direction_x,gaze_direction_y,gaze_direction_z,gaze_target_distance,gaze_target_name,head_target_world_pos_x,head_target_world_pos_y,head_target_world_pos_z,head_target_screen_pos_x,head_target_screen_pos_y,head_target_screen_pos_z,head_direction_x,head_direction_y,head_direction_z,head_position_x,head_position_y,head_position_z,head_target_distance,head_target_name,gaze_head_rel_direction_x,gaze_head_rel_direction_y,gaze_head_rel_direction_z,gaze_head_angle_diff
1758829561457,0.7192459,1283,Eye Hit,-35.9485,3.13036,13.8,728.6544,782.7813,38.40091,-0.9595181,0.04051,0.2787183,38.41017,NorthBuildings_NoColliders,-29.24389,3.339762,11.35791,720.0001,791.9999,31.31237,-0.9628991,0.05638026,0.2639062,0.906755,1.574364,3.094381,31.31237,NW_Tree_30,0.01503646,-0.01601687,0.9997586,1.25881
1758829561469,0.7331142,1284,Eye Hit,-36.02793,3.157622,13.8,728.2737,783.4,38.47921,-0.9596541,0.04113727,0.2781578,38.48748,NorthBuildings_NoColliders,-29.24279,3.325762,11.36056,720.0001,792,31.3112,-0.9628994,0.0559356,0.2639997,0.9067466,1.574352,3.094404,31.31121,NW_Tree_30,0.01437551,-0.01494236,0.9997851,1.18795
1758829561483,0.7466946,1285,Eye Hit,-36.02777,3.157589,13.8,728.3192,783.5541,38.47918,-0.959654,0.04113728,0.2781583,38.48735,NorthBuildings_NoColliders,-29.24173,3.317137,11.35774,720.0001,791.9999,31.30897,-0.9629349,0.05566502,0.263928,0.9067698,1.574324,3.094422,31.30898,NW_Tree_30,0.01445451,-0.01467464,0.9997879,1.180349
1758829561497,0.7608261,1286,Eye Hit,-36.26079,3.147512,13.8,727.4924,783.4031,38.70303,-0.9601389,0.04064046,0.2765534,38.71063,NorthBuildings_NoColliders,-29.24032,3.309896,11.34947,720.0001,791.9999,31.30505,-0.9630112,0.0554416,0.2636963,0.9067948,1.574295,3.094443,31.30506,NW_Tree_30,0.01301807,-0.01493721,0.9998037,1.135222
1758829561511,0.7746506,1287,Eye Hit,-36.26077,3.147478,13.8,727.7054,783.4625,38.70288,-0.9601389,0.04064046,0.2765532,38.71061,NorthBuildings_NoColliders,-29.23891,3.306273,11.33713,720.0001,791.9999,31.30025,-0.9631141,0.05533551,0.2633421,0.9067931,1.57426,3.094459,31.30025,NW_Tree_30,0.01338822,-0.01483388,0.9998003,1.145005
1758829561526,0.7893887,1288,Eye Hit,-36.26085,3.147444,13.8,728.013,783.5584,38.70274,-0.960139,0.04064058,0.2765527,38.71066,NorthBuildings_NoColliders,-29.23682,3.300494,11.31927,720.0001,791.9999,31.29318,-0.9632638,0.05516456,0.2628306,0.9067626,1.574221,3.094462,31.29319,NW_Tree_30,0.01392254,-0.01466723,0.9997956,1.158596
1758829561539,0.8026352,1289,Eye Hit,-29.8283,2.909315,11.86727,726.8508,784.3799,31.98534,-0.9607575,0.04173521,0.2742321,31.99042,NW_Tree_30,-29.2348,3.290448,11.30686,720.0001,792,31.28738,-0.9633763,0.05485468,0.2624823,0.9067273,1.57419,3.09447,31.28739,NW_Tree_30,0.01190382,-0.01324043,0.9998415,1.0201
1758829561553,0.8164349,1290,Eye Hit,-29.82835,2.909281,11.86724,727.0883,784.543,31.98531,-0.9607577,0.04173521,0.2742313,31.99043,NW_Tree_30,-29.23273,3.281198,11.29307,720.0001,791.9999,31.28124,-0.9634984,0.05457086,0.2620932,0.9066949,1.574156,3.094465,31.28125,NW_Tree_30,0.0123162,-0.01295698,0.9998403,1.024311
1758829561567,0.8305244,1291,Eye Hit,-36.68846,3.187422,13.8,726.8893,784.4355,39.11676,-0.9609484,0.0412365,0.273638,39.12294,NorthBuildings_NoColliders,-29.23096,3.271258,11.28357,720.0001,791.9999,31.27648,-0.9635877,0.05426223,0.2618289,0.9066658,1.574129,3.094479,31.27649,NW_Tree_30,0.01197088,-0.01314391,0.999842,1.018564
1758829561580,0.8443508,1292,Eye Hit,-36.68868,3.187408,13.8,727.0532,784.512,39.11683,-0.9609486,0.04123672,0.2736371,39.12308,NorthBuildings_NoColliders,-29.22971,3.266801,11.274,720.0001,791.9999,31.27246,-0.9636692,0.05412756,0.2615569,0.9065928,1.574101,3.094471,31.27247,NW_Tree_30,0.0122554,-0.01301106,0.9998404,1.02412
1758829561595,0.8586369,1293,Eye Hit,-36.68886,3.18739,13.8,727.2344,784.8214,39.11703,-0.9609486,0.04123661,0.2736372,39.12317,NorthBuildings_NoColliders,-29.22714,3.249548,11.26318,720.0001,791.9999,31.26614,-0.9637787,0.05358725,0.2612646,0.9064975,1.574083,3.094447,31.26614,NW_Tree_30,0.01257044,-0.01247351,0.9998433,1.014714
1758829561609,0.872303,1294,Eye Hit,-37.02659,2.96888,13.8,726.0692,781.3962,39.4305,-0.9618044,0.03536507,0.2714435,39.4394,NorthBuildings_NoColliders,-29.22193,3.251924,11.24969,720.0001,791.9999,31.25762,-0.9638713,0.05367725,0.2609045,0.9063973,1.574103,3.094434,31.25763,NW_Tree_30,0.0105449,-0.01842368,0.9997749,1.216436
1758829561624,0.8865204,1295,Eye Hit,-37.02649,2.968905,13.8,726.5386,781.4579,39.43009,-0.9618042,0.03536507,0.2714441,39.43925,NorthBuildings_NoColliders,-29.20225,3.246665,11.21766,720.0001,792,31.22998,-0.9640929,0.05355536,0.2601094,0.9063489,1.574133,3.094444,31.22998,NW_Tree_30,0.01136041,-0.01831633,0.9997677,1.234955
1758829561637,0.9001999,1296,Eye Hit,-36.24973,2.920367,13.8,730.2397,780.9578,38.67772,-0.9603277,0.03479337,0.2766948,38.69096,NorthBuildings_NoColliders,-29.18703,3.25277,11.18169,720.0001,791.9999,31.20622,-0.9643365,0.05379035,0.259156,0.9062731,1.574178,3.094409,31.20623,NW_Tree_30,0.01778921,-0.01918318,0.9996576,1.499069
1758829561650,0.9139671,1297,Eye Hit,-36.25014,2.920428,13.8,731.2802,780.9859,38.67678,-0.9603277,0.03479337,0.2766951,38.6913,NorthBuildings_NoColliders,-29.14836,3.247746,11.1129,720.0001,791.9999,31.15082,-0.9648073,0.05372312,0.2574118,0.906179,1.574228,3.094308,31.15083,NW_Tree_30,0.01959601,-0.01913378,0.9996249,1.569351
1758829561665,0.9281635,1298,Eye Hit,-29.79665,2.938484,11.67866,728.4534,785.8347,31.90414,-0.9621832,0.04275233,0.2690274,31.90942,NW_Tree_30,-29.07992,3.229645,11.00127,720.0001,791.9999,31.05514,-0.9655723,0.05330397,0.2546154,0.906055,1.574284,3.094151,31.05515,NW_Tree_30,0.01468828,-0.01071255,0.9998348,1.04155
